word,general,earn,acq,money,grain,crude,trade,interest,ship,wheat,corn
described-VBD,17,1,6,3,2,0,1,2,2,2,0
presidency-NN,5,0,0,2,0,2,1,0,0,0,0
described-VBN,13,0,5,3,0,2,4,1,0,0,0
abolish-VB,7,1,0,4,2,0,0,1,0,0,2
caught-VBN,4,1,1,2,0,0,0,0,0,0,0
fda-NN,5,0,5,0,0,0,0,0,0,0,0
michigan-NN,19,3,10,0,0,0,1,0,5,0,0
el-NN,16,0,2,0,13,1,0,0,0,7,6
considerably-RB,11,4,1,1,1,4,0,0,0,0,1
egypts-NNS,6,0,0,2,1,2,1,0,1,1,0
forum-NN,12,0,2,6,1,2,4,0,0,1,0
illinois-NN,8,0,2,0,1,0,5,0,0,0,1
blow-NN,6,0,1,1,1,2,1,0,0,0,0
current-NN,70,54,4,5,3,0,3,1,2,1,0
crash-NN,5,0,0,2,0,2,1,0,0,0,0
annesley-NN,9,0,9,0,0,0,0,0,0,0,0
berlin-NN,9,1,1,0,2,0,5,0,0,2,0
deficiency-NN,40,2,3,0,35,0,1,0,0,19,22
grand-NN,4,1,3,0,0,0,0,0,0,0,0
establishing-NN,4,0,1,1,0,0,3,0,1,0,0
volcker-NN,53,0,0,30,0,0,32,4,0,0,0
covered-VBN,18,5,1,1,6,2,1,2,2,4,1
harris-VBZ,14,2,3,4,0,3,2,0,0,0,0
covered-VBD,8,0,1,0,7,0,0,0,0,5,2
depending-VBG,30,7,11,3,4,5,1,3,0,3,2
penetration-NN,6,3,2,0,0,0,1,0,0,0,0
december-VB,16,13,3,0,0,0,1,0,0,0,0
ambassadors-NNS,4,0,0,0,0,4,0,0,3,0,0
windfall-NN,11,2,0,0,1,9,0,0,0,0,0
inject-VB,12,1,1,9,0,1,0,8,0,0,0
soo-NN,4,1,1,0,0,0,0,0,2,0,0
agreement-NN,893,53,409,125,81,49,178,33,24,47,39
importer-NN,10,0,2,0,4,0,4,0,0,2,1
broken-NN,4,1,1,0,1,1,0,0,0,1,1
nederland-NN,8,2,4,2,0,0,0,0,0,0,0
icahn-VBP,5,0,5,0,0,0,0,0,0,0,0
view-VB,5,1,2,1,0,0,1,0,0,0,0
scandal-NN,6,0,5,0,0,0,1,0,0,0,0
later-VB,5,0,4,0,0,1,0,0,0,0,0
cyacqs-NNS,11,0,11,0,0,0,0,0,0,0,0
low-JJ,205,32,14,69,26,30,22,25,5,11,10
proposing-VBG,17,4,6,1,4,0,2,2,1,1,1
walker-gooderham-NN,7,4,3,0,0,0,0,0,0,0,0
transamerica-NN,10,7,3,0,0,0,0,0,0,0,0
fuer-NN,5,3,0,0,0,0,1,1,0,0,0
choke-VB,4,0,0,0,0,2,0,1,3,0,0
iml-NN,4,0,4,0,0,0,0,0,0,0,0
procedures-NNS,13,2,1,3,2,0,4,1,2,1,1
co-RB,5,1,4,0,0,0,0,0,0,0,0
products-NNS,420,99,153,5,36,51,90,2,9,13,16
selected-VBN,9,2,2,0,2,2,4,0,0,1,0
lesser-NN,10,1,3,3,0,1,3,0,1,0,0
voting-NN,67,12,57,0,0,0,0,0,0,0,0
fountain-NN,4,0,4,0,0,0,0,0,0,0,0
uks-NNS,5,0,3,2,0,0,1,1,0,0,0
they-JJ,29,4,10,7,3,3,3,5,0,3,3
concentrate-VB,25,8,12,2,2,0,2,0,0,1,1
reason-NN,74,13,18,20,9,5,11,9,1,4,4
recover-VB,25,11,7,2,0,4,0,1,1,0,0
quarter-JJR,10,8,0,0,0,0,1,1,0,0,0
taxable-JJ,5,5,0,0,0,0,0,0,0,0,0
serious-JJ,65,6,12,7,11,6,16,2,12,4,0
holmes-VBZ,5,2,1,0,0,5,0,0,0,0,0
expect-JJ,6,0,0,3,0,0,0,3,0,0,0
collapsed-VBD,5,0,2,1,0,3,1,0,0,0,0
klopfenstein-NN,7,0,0,0,7,0,0,0,1,0,2
machine-NN,6,2,3,0,0,0,1,0,0,0,0
valley-NN,26,5,18,0,1,2,0,0,0,1,1
accumulation-NN,4,0,1,1,1,0,0,1,0,1,0
concerns-NNS,35,2,12,2,4,3,13,0,0,3,2
brennan-NN,5,5,0,0,0,0,0,0,0,0,0
deutsche-NN,13,3,4,4,0,0,0,5,0,0,0
allegations-NNS,8,2,2,0,0,0,4,0,0,0,0
-.,23,14,2,1,2,2,1,1,0,0,2
proceeding-VBG,13,3,9,0,0,0,0,0,1,0,0
won-VBD,21,4,1,4,7,2,3,0,1,1,5
releases-NNS,4,1,0,1,2,0,0,0,0,1,1
her-PRP$,8,0,1,0,3,2,3,0,0,1,3
consortium-NN,29,4,14,1,0,6,3,1,4,0,0
dominated-VBN,4,0,2,1,0,0,1,0,0,0,0
require-VBP,7,1,2,0,1,1,2,0,0,1,1
enable-JJ,16,2,5,1,3,0,5,0,0,1,0
paying-VBG,44,10,12,9,4,5,2,6,1,0,1
fell-NN,15,3,1,1,1,1,6,1,1,1,0
restricted-VBD,4,0,4,0,0,0,0,0,0,0,0
holders-NNS,184,116,65,3,0,1,1,1,0,0,0
avana-NN,5,0,5,0,0,0,0,0,0,0,0
remarks-VBZ,7,0,0,5,0,1,2,1,0,0,0
bolster-NN,4,0,0,1,1,2,1,0,0,0,1
strategy-NN,60,14,22,6,0,6,7,7,1,0,0
cummins-NNS,4,3,1,0,0,0,0,0,0,0,0
manufacturing-VBG,35,9,19,2,0,0,7,1,0,0,0
kokusai-NN,4,0,4,0,0,0,0,0,0,0,0
columbus-NN,4,1,4,0,0,0,0,0,0,0,0
term-JJ,10,5,1,2,0,0,1,1,0,0,0
committed-VBN,45,4,19,6,5,7,5,1,0,1,3
chemie-NN,5,1,2,0,0,2,0,0,0,0,0
competing-VBG,28,0,17,0,4,1,4,1,2,0,2
promptly-RB,9,0,8,1,0,0,0,1,0,0,0
ges-NNS,6,5,1,0,0,0,0,0,0,0,0
justified-VBN,4,0,0,1,0,2,1,0,0,0,0
election-NN,32,0,8,20,0,0,2,17,0,0,0
amalgamated-VBN,5,4,1,0,0,0,0,0,0,0,0
plant-NN,130,42,50,0,21,22,3,0,5,11,12
insured-VBD,10,9,1,0,0,0,0,0,0,0,0
insured-VBN,8,3,2,0,0,0,1,0,2,0,0
arizona-NN,7,0,6,0,0,0,1,0,0,0,0
candidate-NN,6,2,4,0,0,0,0,0,0,0,0
idled-VBN,5,0,0,0,3,1,0,0,1,2,3
compensation-NN,20,5,4,0,2,1,1,0,7,1,1
creating-NN,5,0,2,1,0,0,1,1,0,0,0
pool-NN,5,2,2,0,0,1,1,0,0,0,0
mNUMBER-NNP,18,0,0,18,0,0,0,18,0,0,0
debenture-NN,7,4,2,0,0,0,0,1,0,0,0
back-RB,126,21,22,25,14,22,12,15,8,8,5
possibly-RB,37,2,8,9,4,9,3,4,3,3,2
bko-NN,5,0,4,0,0,1,0,0,0,0,0
shipping-NN,91,11,15,0,10,18,1,0,63,3,5
took-NN,5,1,1,0,0,0,2,0,1,0,0
golden-JJ,12,0,7,2,0,2,0,1,0,0,0
athens-NNS,14,0,2,0,0,11,0,0,9,0,0
cbs-NNS,4,0,3,0,0,0,0,0,1,0,0
government-NN,816,39,127,164,117,128,176,112,65,47,49
bonuses-NNS,12,3,0,0,8,0,0,1,0,7,0
traded-VBN,76,5,20,29,12,5,3,11,4,11,1
montana-NNS,4,0,1,0,1,1,0,0,1,0,1
decide-VB,41,3,9,2,8,7,7,4,2,4,4
sogenal-JJ,6,0,6,0,0,0,0,0,0,0,0
september-VB,9,4,1,1,2,0,1,1,0,0,2
disclose-VB,28,4,20,1,0,2,1,1,0,0,0
tires-NNS,6,0,6,0,0,0,0,0,0,0,0
own-VBP,6,4,2,0,0,0,0,0,0,0,0
theyre-JJ,8,1,3,0,2,1,1,1,0,2,0
non-oil-JJ,14,0,1,2,0,4,9,2,0,0,0
hoffman-NN,4,0,1,0,3,0,0,0,0,3,0
interlink-NN,6,0,6,0,0,0,0,0,0,0,0
edged-VBD,6,1,1,3,0,0,1,2,0,0,0
totalled-VBN,27,8,2,0,6,5,7,0,1,2,4
totalled-VBD,49,6,7,4,12,6,14,1,1,5,8
standard-JJ,79,8,45,3,0,23,2,9,2,0,0
pampa-NN,7,0,0,0,7,0,0,0,0,0,7
irritants-NNS,5,0,0,0,1,0,5,0,0,0,0
separation-NN,4,2,2,0,0,0,0,0,0,0,0
peat-NN,8,0,8,0,0,0,0,0,0,0,0
bally-RB,30,20,19,0,0,0,0,0,0,0,0
ha-NN,11,0,0,0,11,0,0,0,0,4,6
discuss-VB,84,0,30,14,10,12,19,3,3,8,3
NUMBER-CD,45582,27878,5991,2481,3492,3107,2275,1630,1097,1804,1969
known-VBN,51,6,21,4,9,6,4,0,2,4,4
evening-NN,7,0,3,1,0,1,1,0,1,0,0
included-VBN,38,18,11,1,1,2,6,0,1,1,1
looming-VBG,4,0,1,0,0,0,1,0,2,0,0
position-NN,139,23,52,18,10,14,24,6,2,7,1
numbers-NNS,18,6,0,7,2,1,1,6,0,1,2
inc-NN,1684,365,1204,24,24,60,7,22,16,10,11
latters-NNS,4,1,2,0,0,0,0,1,0,0,0
metro-NN,6,2,3,0,0,1,0,0,0,0,0
speaker-NN,10,0,1,0,0,3,6,0,2,0,0
merger-NN,471,27,437,0,2,5,0,0,2,0,0
frank-NN,9,1,3,0,0,4,1,0,0,0,0
dismissal-NN,5,2,3,0,0,0,0,0,0,0,0
entry-NN,10,1,5,2,0,0,1,1,0,0,0
accrued-VBN,15,11,3,0,0,1,0,0,0,0,0
overproduction-NN,5,0,0,0,1,3,1,0,0,1,1
now-NN,7,0,0,0,5,0,2,0,1,2,2
mci-NN,5,5,0,0,0,0,0,0,0,0,0
alliance-NN,6,1,3,1,0,1,1,1,1,0,0
models-NNS,8,7,0,1,0,0,0,0,0,0,0
instrument-NN,7,2,1,2,1,0,0,2,0,1,0
compromise-NN,6,0,4,1,0,0,1,0,1,0,0
replaced-VBD,4,1,0,0,0,3,0,0,0,0,0
replaced-VBN,10,0,5,1,3,0,1,0,0,1,0
disney-NN,8,0,8,0,0,0,0,0,0,0,0
sites-NNS,11,0,2,0,0,5,0,0,8,0,0
i--NONE-,76,1,20,16,10,10,19,6,1,5,7
washington-VBP,7,0,0,3,0,0,5,0,0,0,0
perhaps-RB,25,2,1,13,4,1,4,6,4,1,4
persian-JJ,7,0,0,0,0,5,0,0,4,0,0
ship-NN,53,4,1,0,8,18,1,0,43,6,4
heavier-NN,4,0,0,0,1,3,0,0,0,1,1
beyond-NN,6,3,1,1,0,0,0,1,0,0,0
barrel-JJ,5,2,0,0,0,2,0,1,0,0,0
miyazawa-NN,50,0,0,50,0,0,4,0,0,0,0
a-JJ,9,5,0,1,0,1,2,1,0,0,0
outstanding-JJ,394,93,295,8,2,4,0,5,2,2,2
totally-RB,12,1,5,2,2,1,3,0,0,0,2
anything-JJ,4,1,0,1,0,1,1,1,0,0,0
distributor-NN,25,7,18,0,0,0,0,0,0,0,0
sports-NNS,8,2,6,0,0,0,0,0,0,0,0
obviously-RB,12,1,7,1,1,1,0,0,2,1,0
dozen-NN,9,1,3,0,0,5,1,0,4,0,0
advance-NN,34,3,8,7,13,2,1,2,1,4,5
supported-VBN,22,3,0,6,4,5,4,4,3,1,0
slipped-VBD,20,4,1,6,1,9,1,0,1,0,1
supported-VBD,14,1,4,4,2,2,3,2,0,0,2
electronics-NNS,62,14,33,1,0,0,16,0,0,0,0
seattle-NN,11,0,8,0,2,0,1,0,0,2,2
corrected-VBN,4,1,0,3,0,0,1,0,0,0,0
quantity-NN,8,2,0,0,5,1,0,0,0,1,4
point-VBP,8,0,1,4,0,3,2,0,0,0,0
acquiring-NN,24,2,21,0,0,1,0,0,0,0,0
al-khalifa-NN,4,0,0,0,0,4,0,0,0,0,0
philippines-NNS,29,0,15,2,2,0,8,3,0,1,0
partners-NN,4,0,1,0,0,0,3,0,0,0,0
declaration-NN,11,1,1,2,0,0,7,0,0,0,0
petrobras-VBZ,20,0,0,0,0,16,0,0,8,0,0
floating-NN,14,3,2,6,0,4,0,1,0,0,0
metals-NNS,40,11,20,2,3,4,6,0,2,2,0
stands-VBZ,14,3,2,1,4,1,1,2,1,3,3
even-JJ,10,0,2,3,0,1,3,2,1,0,0
guesses-NNS,9,0,0,0,9,0,0,0,0,6,9
miles-NNS,35,10,4,0,0,16,0,0,6,0,0
current-VBD,6,1,0,0,0,0,5,0,0,0,0
acquires-VBZ,4,0,4,0,0,0,0,0,0,0,0
cms-NNS,4,2,0,0,0,1,0,0,2,0,0
insurers-NNS,6,0,5,0,0,0,0,0,1,0,0
gave-VBD,106,14,27,12,15,19,13,8,4,9,5
gave-VBP,7,0,1,2,3,0,1,0,0,0,0
switching-NN,5,0,4,0,0,1,0,0,0,0,0
debtors-NNS,11,4,2,0,0,0,0,5,0,0,0
year-ago-NNP,4,3,0,0,0,1,0,0,0,0,0
bottomed-VBN,5,0,1,0,1,3,0,0,0,0,1
authority-NN,64,1,13,9,14,2,14,5,12,9,1
absorb-VB,7,1,2,4,0,0,0,2,0,0,0
crowley-NN,7,0,2,0,4,0,0,0,3,2,2
implementation-NN,14,2,2,2,4,3,2,0,0,4,1
man-NN,11,1,5,2,0,1,0,0,2,0,0
sec-NN,56,2,54,0,0,0,0,0,0,0,0
incur-VB,4,2,2,0,0,0,0,0,0,0,0
partly-RB,87,21,9,35,4,5,12,16,2,3,2
spa-NN,23,1,18,0,1,4,0,0,0,0,1
imf/world-JJ,4,0,0,4,0,0,0,2,0,0,0
orbanco-NN,5,0,5,0,0,0,0,0,0,0,0
finland-NN,10,1,0,6,0,0,1,0,2,0,0
seamens-NNS,14,0,0,0,0,7,0,0,12,0,0
inc--NONE-,6,3,3,0,0,0,0,0,0,0,0
tuesdays-NNS,4,0,0,3,0,0,0,1,0,0,0
assured-VBN,10,1,4,0,1,4,2,0,2,0,1
opens-VBZ,7,1,2,0,0,1,3,0,0,0,0
signed-VBD,103,4,60,3,6,14,21,0,1,4,4
rainier-JJR,4,0,4,0,0,0,0,0,0,0,0
signed-VBN,86,2,54,3,4,12,10,1,3,3,1
fix-NN,5,0,0,4,0,0,2,0,0,0,0
red-VBN,12,1,0,0,10,0,1,0,1,10,0
red-VBD,4,2,0,1,1,0,0,0,1,1,1
r-minn-NN,7,0,0,0,7,0,0,0,0,7,2
qtr-JJ,39,39,0,0,0,0,0,0,0,0,0
decline-NN,166,47,9,28,9,39,28,16,3,3,5
aimed-VBN,76,10,16,24,4,7,10,8,5,2,3
iraqi-NN,27,0,0,0,0,27,0,0,14,0,0
correspond-VB,4,1,0,2,1,0,0,1,0,0,1
state-run-JJ,9,1,2,0,1,5,2,0,0,1,0
usairs-NNS,21,0,21,0,0,0,0,0,0,0,0
daily-JJ,84,2,12,23,17,19,1,13,13,5,8
shultz-NN,23,0,1,0,17,0,5,0,0,17,3
colombian-JJ,7,0,0,0,1,6,0,0,0,0,0
opportunities-NNS,37,12,11,4,0,8,4,0,1,0,0
temperature-NN,4,0,1,0,1,0,0,0,2,1,0
cordero-VBP,5,0,0,0,0,5,0,0,0,0,0
protests-NNS,9,0,0,0,2,3,4,0,2,0,0
stem-VB,9,1,1,5,0,1,0,1,2,0,0
base-NN,150,13,18,43,9,6,10,92,3,2,8
scene-NN,4,0,1,0,0,0,0,0,3,0,0
ensure-VB,27,4,4,4,4,3,8,1,0,1,2
met-VBD,10,0,5,2,1,2,1,0,0,1,0
met-VBN,36,3,9,9,4,3,5,7,4,3,2
restored-VBN,10,2,1,4,1,3,2,1,0,0,1
expand-VB,79,17,27,9,13,1,13,2,0,7,3
gross-NN,42,16,2,6,1,5,11,6,1,0,0
film-NN,18,8,10,0,0,0,0,0,0,0,0
viewed-VBN,7,0,0,3,1,0,1,2,0,0,1
completes-VBZ,7,0,5,1,0,0,0,0,1,0,0
iii-NN,9,4,3,0,2,0,0,0,0,2,2
negligible-JJ,4,2,2,0,0,0,0,0,1,0,0
marvin-NN,4,1,3,0,0,0,0,0,0,0,0
support-VB,68,4,8,31,5,8,12,4,1,4,1
jr-NN,17,4,13,0,0,0,0,0,0,0,0
gluck-NN,8,5,3,0,0,0,0,0,0,0,0
ward-NN,13,1,9,2,0,0,0,2,0,0,0
tadashi-NN,5,0,0,2,0,0,5,0,0,0,0
city-NN,117,33,50,6,15,10,4,5,9,6,3
macroeconomic-JJ,4,0,0,1,0,0,3,0,0,0,0
l-NN,13,0,12,0,1,0,0,0,0,0,0
sold-NN,6,5,1,0,1,1,0,0,0,0,1
fixtures-NNS,4,0,2,0,2,0,0,0,2,0,0
btr-NN,5,0,5,0,0,0,0,0,0,0,0
liberal-NN,4,0,0,0,0,0,3,0,1,0,0
modest-JJ,30,7,2,8,2,5,7,4,0,0,2
take-up-JJ,13,0,0,13,0,0,0,7,0,0,0
considered-VBN,73,2,19,16,8,8,20,2,2,2,4
out-RP,280,23,55,67,25,44,43,39,20,11,7
considered-VBD,5,0,2,1,1,0,2,0,0,1,0
dealers-NNS,340,6,27,263,16,3,5,104,13,2,12
brazil-NN,125,26,11,5,13,31,30,5,16,8,7
targeted-VBN,12,2,2,1,1,2,4,1,0,0,1
hard-JJ,40,2,4,8,10,6,13,2,5,10,1
average-NN,86,11,16,12,18,14,12,12,0,11,15
short-term-JJ,92,10,9,30,0,7,17,38,0,0,0
superpower-JJR,4,0,0,0,0,3,1,0,3,0,0
al-bukhoosh-JJ,5,0,0,0,0,5,0,0,0,0,0
negotiators-NNS,12,0,1,0,3,1,7,0,0,3,0
similarly-RB,5,0,2,1,1,1,0,1,0,1,0
adversely-RB,17,9,1,2,1,1,3,0,0,1,0
lumber-NN,13,4,5,0,0,0,4,0,0,0,0
officials-NNS,521,11,83,100,92,66,169,14,67,51,34
henry-NN,8,2,5,0,0,1,0,0,0,0,0
rig-NN,7,0,0,0,0,7,0,0,0,0,0
encouraging-VBG,21,7,1,5,1,2,7,3,0,0,0
prepare-VB,8,0,1,1,1,1,4,0,0,0,0
thought-NN,5,0,0,1,1,0,2,2,0,1,1
usual-JJ,15,1,1,3,6,0,3,5,0,2,1
hold-VB,113,7,39,28,4,20,10,18,2,2,2
course-NN,41,3,14,8,2,7,4,5,2,0,2
globe-NN,5,0,5,0,0,0,0,0,0,0,0
random-NN,4,0,0,0,0,0,4,0,0,0,0
exxon-NN,39,6,4,0,0,34,0,0,0,0,0
export-import-JJ,6,0,0,3,0,2,2,0,0,0,0
adjustments-NNS,36,8,6,8,6,2,6,0,3,1,4
charge-offs-NNS,4,4,0,0,0,0,0,0,0,0,0
club-VBP,5,0,1,2,0,0,0,2,0,0,0
hall-NN,10,1,2,0,5,2,0,0,0,0,5
otsuki-NN,6,0,0,6,0,0,0,0,0,0,0
ccc-NN,40,0,0,0,38,0,0,2,0,22,8
tighten-VB,13,0,0,5,1,2,4,3,0,0,0
information-NN,106,16,67,2,5,10,4,3,1,4,1
oki-NN,5,0,0,0,0,0,5,0,0,0,0
considerable-JJ,22,6,4,3,4,4,1,2,1,1,0
geared-VBN,4,0,1,0,0,0,3,0,0,0,0
ten-VBN,12,5,6,0,0,0,1,0,0,0,0
trade-VB,44,4,5,8,9,1,18,1,0,1,4
recognise-VB,5,0,1,1,0,1,2,0,0,0,0
tigrel-NN,6,0,0,0,0,0,6,0,0,0,0
finding-VBG,9,0,0,3,3,3,0,1,0,0,3
successfully-RB,14,2,2,3,0,3,1,3,0,0,0
aggregate-NN,12,3,4,2,0,1,0,5,0,0,0
actual-JJ,31,6,3,4,8,6,4,2,1,4,2
report-VB,43,31,6,3,1,1,2,0,1,1,0
hoechst-NN,11,9,2,0,0,0,0,0,0,0,0
cyclical-JJ,4,2,1,0,0,2,0,0,0,0,0
decreased-VBD,5,2,0,0,1,0,2,0,0,0,0
schilling-VBG,4,4,0,0,0,0,0,0,0,0,0
kong-NN,26,9,8,0,3,0,1,5,0,2,0
treasury-VBP,43,0,0,31,0,0,11,6,0,0,0
disposals-NNS,7,5,0,0,0,1,0,0,1,0,0
agip-NN,4,0,0,0,0,4,0,0,0,0,0
laboratory-NN,6,3,2,0,0,0,1,0,0,0,0
jobs-NNS,38,5,3,11,0,8,10,1,3,0,0
anxious-JJ,7,1,0,2,0,1,4,0,1,0,0
capital-JJ,4,1,1,2,0,0,1,0,0,0,0
spending-NN,110,32,5,12,9,32,25,12,0,7,5
crops-NNS,88,0,0,0,85,0,3,0,1,35,33
courier-JJR,20,1,19,0,0,0,0,0,0,0,0
paper-NN,92,10,14,34,13,4,7,22,6,5,1
legal-JJ,64,12,33,3,7,2,2,2,6,1,3
covering-VBG,34,2,9,7,5,5,4,6,3,2,4
depreciation-NN,53,35,0,13,0,1,10,0,0,0,0
nissan-NN,4,3,1,0,0,0,0,0,0,0,0
acquires-NNS,5,2,3,0,0,0,0,0,0,0,0
nbc-NN,5,1,3,0,0,1,0,0,1,0,0
lambert-NN,29,7,16,1,1,0,1,3,1,0,1
session-NN,67,0,0,42,2,9,12,14,3,2,0
launching-VBG,10,3,4,0,0,2,2,0,1,0,0
respectively-RB,164,106,8,20,13,9,1,12,5,7,5
dealing-NN,16,0,1,7,2,0,2,7,0,1,0
van-NN,22,12,2,0,5,1,1,0,6,0,0
quest-NN,10,0,10,0,0,0,0,0,0,0,0
broad-based-JJ,4,0,1,2,0,1,0,1,0,0,0
feel-VB,10,1,3,1,2,2,1,1,0,1,1
published-JJ,11,1,5,0,0,4,1,0,0,0,0
price-NN,751,82,289,47,121,200,31,18,21,63,59
leave-VBP,5,0,1,1,0,2,2,0,1,0,0
territory-NN,7,3,3,0,1,1,1,0,0,0,0
wang-NN,9,3,0,2,0,0,5,0,0,0,0
barley-VBP,4,0,0,0,4,0,0,0,1,1,1
yearend-NN,15,11,4,0,0,2,0,0,0,0,0
painful-JJ,4,1,2,2,0,0,2,1,0,0,0
wolf-NN,5,2,0,0,0,0,3,0,0,0,0
shortfall-VBP,4,0,0,4,0,0,0,1,0,0,0
dated-VBN,5,0,3,0,1,0,0,1,0,0,1
dated-VBD,6,1,0,0,5,0,0,0,0,3,3
endorsed-VBD,6,0,0,2,2,2,1,1,0,2,1
charges-VBZ,12,0,4,0,0,1,5,2,0,0,0
that-NNP,4,0,0,0,0,2,2,0,0,0,0
such-JJ,430,43,76,100,38,58,101,52,11,24,13
brewing-VBG,6,1,5,0,0,0,0,0,0,0,0
gases-NNS,4,3,1,0,0,0,0,0,0,0,0
block-NN,47,11,20,1,1,13,1,0,1,1,0
cineplex-NN,4,0,4,0,0,0,0,0,0,0,0
defending-VBG,9,2,0,2,1,3,1,0,0,1,1
alignment-NN,6,0,0,5,0,0,1,0,0,0,0
its-NNS,51,1,20,4,3,6,12,6,3,0,1
paris-NN,88,0,3,76,2,0,12,6,0,2,1
determine-VB,43,7,7,9,12,4,2,4,3,4,6
exercisable-JJ,18,3,14,1,0,0,0,0,0,0,0
rumours-NNS,13,1,4,5,2,0,0,2,0,0,0
sell-NN,15,2,11,1,0,2,0,0,0,0,0
bp-VBP,7,0,6,0,0,3,0,0,0,0,0
trident-NN,4,0,4,0,0,0,0,0,0,0,0
sen-NN,14,0,0,1,8,3,3,0,0,5,4
jackson-NN,4,1,3,0,0,1,0,0,0,0,0
secure-VB,10,2,2,1,0,1,4,0,0,0,0
pakistani-NN,4,0,0,0,4,0,0,0,0,4,0
numerous-JJ,6,1,4,0,0,0,1,0,0,0,0
gemeinwirtschaft-NN,4,2,0,0,0,0,1,1,0,0,0
typically-RB,6,2,4,0,0,1,0,1,0,0,0
rko-NN,6,0,6,0,0,0,0,0,0,0,0
clause-NN,8,0,0,0,3,1,6,0,0,1,2
known-NN,4,0,1,0,1,0,0,0,2,1,0
unique-JJ,4,1,0,0,1,1,0,1,0,1,0
arrived-VBN,6,0,0,0,0,6,0,0,0,0,0
kernels-NNS,5,0,0,0,5,0,0,0,0,0,0
liberalisation-NN,14,1,0,6,0,0,4,3,0,0,0
ultimate-JJ,8,4,1,1,0,1,1,0,0,0,0
station-NN,34,5,19,0,0,3,0,0,8,0,0
doubted-VBD,10,1,3,4,0,0,1,1,0,0,0
seller-NN,8,0,2,2,2,1,1,0,0,2,1
elaborate-VB,12,2,5,2,1,1,0,1,1,1,1
holding-VBG,165,22,117,11,4,4,5,5,2,1,2
nil-NN,107,78,0,1,28,0,0,0,8,17,12
burns-NNS,6,2,4,0,0,1,0,0,0,0,0
ended-VBN,32,13,10,2,1,1,4,0,2,1,0
underlying-VBG,26,1,4,15,0,2,5,3,1,0,0
ended-VBD,392,265,51,7,27,35,11,6,9,15,10
would-MD,2699,339,834,383,318,365,440,194,111,159,112
four-week-JJ,5,0,0,0,5,0,0,0,0,5,5
armstrong-JJ,5,0,5,0,0,0,0,0,0,0,0
industries-NN,5,1,3,0,0,0,1,0,0,0,0
tx-NN,5,0,0,0,0,5,0,0,0,0,0
ln-NN,6,5,1,0,0,0,0,0,0,0,0
welland-NN,6,0,0,0,2,0,0,0,6,0,0
franchise-NN,7,1,6,0,0,0,0,0,0,0,0
-:,7,0,1,1,0,4,3,1,0,0,0
lawson-NN,67,0,0,51,0,4,5,37,0,0,0
raids-NNS,7,0,0,0,0,7,0,0,4,0,0
private-JJ,221,27,61,33,47,25,30,17,6,19,26
taking-VBG,101,8,32,23,12,5,18,8,9,4,3
unions-NNS,45,4,12,12,7,3,2,1,11,1,3
everyone-NN,9,1,2,1,1,2,3,0,1,1,0
rather-RB,95,15,4,25,16,12,16,14,4,7,7
maturities-NNS,14,0,3,5,0,0,0,9,0,0,0
statutory-NN,4,1,1,0,1,0,1,0,0,1,0
remain-NN,20,3,2,2,4,4,4,1,1,3,1
ax-NN,5,5,0,0,0,0,0,0,0,0,0
core-VBP,4,2,0,1,0,1,0,0,0,0,0
then-NN,4,1,0,0,0,4,0,0,0,0,0
tonne-NN,91,0,1,0,79,1,1,0,10,48,42
ksz-NN,7,0,7,0,0,0,0,0,0,0,0
repurchase-VBP,8,0,0,8,0,0,0,3,0,0,0
coopervision-NN,7,3,4,0,0,0,0,0,0,0,0
protesting-VBG,5,0,1,1,2,0,2,0,0,0,0
calgary-JJ,5,2,2,0,0,1,0,0,0,0,0
gets-NNS,5,1,1,1,0,3,0,0,0,0,0
reaching-VBG,10,1,0,1,4,2,2,0,0,2,2
serve-VB,22,2,9,7,1,3,3,0,0,1,0
consistent-NN,6,2,1,2,1,0,0,0,0,1,0
eight-RB,6,6,0,0,0,0,0,0,0,0,0
vista-NN,7,2,4,0,0,1,0,0,0,0,0
host-NN,4,2,0,0,1,0,1,0,0,1,1
weakness-NN,38,11,0,16,0,8,10,8,0,0,0
seeks-NNS,4,0,3,0,1,0,0,0,0,0,1
undertakings-NNS,4,0,4,0,0,0,0,0,0,0,0
warrant-NN,26,8,17,2,0,0,0,0,0,0,0
floor-NN,32,0,1,7,18,2,4,2,0,6,3
theres-NNS,40,6,13,7,5,4,10,2,0,1,3
suit-NN,56,8,41,4,0,0,1,3,0,0,0
crude-JJ,282,32,9,0,6,245,13,2,10,5,2
permanent-JJ,11,2,2,3,2,0,3,2,0,0,2
cornelissen-NN,8,8,0,0,0,0,0,0,0,0,0
kappa-NN,4,0,4,0,0,0,0,0,0,0,0
leaseback-NN,4,0,3,0,0,1,0,0,0,0,0
erosion-NN,9,3,0,2,1,0,2,1,1,0,0
trillion-CD,10,0,2,0,0,9,0,0,0,0,0
strongest-JJS,5,2,1,1,0,0,0,1,0,0,0
mortgages-NNS,14,4,2,0,0,0,0,8,0,0,0
hedge-VB,8,1,0,6,0,1,0,0,0,0,0
arrange-VB,28,1,8,13,1,0,0,14,0,0,1
thermo-NN,6,0,6,0,0,0,0,0,0,0,0
none-NN,14,3,2,3,2,2,2,2,1,0,0
corporations-NNS,32,4,12,6,3,4,4,2,1,2,0
developed-JJ,6,0,0,0,0,0,6,2,0,0,0
